####
# derived from Social Security Administration records
# from 1960 to 2012
# This file contains unisex names
# columns: Name, number_of_female_uses,number_of_male_uses
# assign gender via ratio of male/female uses
Andreas      49.0000      6255.00
Andree      915.000      773.000
Andreina      1161.00      6.00000
Andrel      5.00000      32.0000
Andrell      134.000      306.000
Andres      433.000      67972.0
Andrew      3881.00  1.03013e+06
Andrey      95.0000      1787.00
Andri      5.00000      87.0000
Andria      8006.00      27.0000
Andrian      96.0000      500.000
Andriel      31.0000      24.0000
Andry      5.00000      179.000
Andy      686.000      63533.0
Anel      1690.00      241.000
Anesti      5.00000      5.00000
Ange      253.000      5.00000
Angel      87409.0      188786.
Angela      582636.      1883.00
Angeles      2777.00      59.0000
Angelia      19151.0      22.0000
Angelica      83744.0      321.000
Angelina      79551.0      79.0000
Angelique      25134.0      6.00000
Angelis      377.000      35.0000
Angelita      5964.00      5.00000
Angell      448.000      128.000
Angelo      613.000      41276.0
Angelus      10.0000      259.000
Angie      46391.0      115.000
Angle      1112.00      114.000
Anh      1295.00      566.000
Ani      2170.00      5.00000
Anias      19.0000      132.000
Anibal      22.0000      2962.00
Anik      17.0000      169.000
Anis      19.0000      215.000
Anissa      11369.0      5.00000
Aniston      1181.00      11.0000
Anita      79350.0      278.000
Aniyah      17362.0      5.00000
Anjel      370.000      922.000
Anmol      269.000      298.000
Ann      133028.      417.000
Anna      321843.      870.000
Annabelle      25291.0      5.00000
Anne      119226.      366.000
Anner      12.0000      12.0000
Annette      82510.0      270.000
Annie      43137.0      91.0000
Anoop      14.0000      186.000
Anshu      91.0000      10.0000
Ansley      7820.00      174.000
Anson      5.00000      3995.00
Anthony      5545.00  1.04040e+06
Antiona      5.00000      18.0000
Antione      49.0000      4501.00
Antoine      354.000      23577.0
Antoinette      30083.0      46.0000
Anton      21.0000      11656.0
Antone      10.0000      2256.00
Antoni      5.00000      1583.00
Antonia      16684.0      2238.00
Antonie      6.00000      728.000
Antonio      1548.00      195984.
Antwan      113.000      11316.0
Antwana      5.00000      7.00000
Antwaun      5.00000      1333.00
Antwon      5.00000      5721.00
Anu      197.000      10.0000
Anwar      84.0000      2257.00
Aoi      126.000      13.0000
Apache      10.0000      16.0000
April      220725.      658.000
Apurva      96.0000      28.0000
Aquarius      235.000      129.000
Aquila      648.000      51.0000
Aquilla      491.000      28.0000
Ara      1027.00      813.000
Araceli      16457.0      138.000
Aracely      8042.00      11.0000
Aradhya      16.0000      5.00000
Aram      22.0000      1809.00
Aramis      166.000      1633.00
Aran      27.0000      606.000
Arbor      41.0000      9.00000
Archer      50.0000      3240.00
Archie      50.0000      8933.00
Arda      6.00000      286.000
Ardean      5.00000      11.0000
Ardell      97.0000      534.000
Arden      3206.00      1765.00
Ardie      10.0000      109.000
Ardis      330.000      228.000
Areen      79.0000      5.00000
Arel      6.00000      131.000
Areli      4752.00      56.0000
Aren      306.000      1423.00
Areon      45.0000      74.0000
Ares      15.0000      927.000
Areyon      33.0000      15.0000
Argelis      5.00000      36.0000
Argie      57.0000      6.00000
Ari      1682.00      9738.00
Aria      12236.0      438.000
Ariah      2643.00      6.00000
Ariam      152.000      11.0000
Arian      1213.00      2823.00
Ariana      72875.0      158.000
Ariane      2937.00      5.00000
Arianna      66143.0      55.0000
Arias      36.0000      136.000
Aric      5.00000      6943.00
Arie      1135.00      1121.00
Ariel      56165.0      15124.0
Ariell      725.000      5.00000
Arielle      19472.0      40.0000
Arien      351.000      390.000
Arieon      61.0000      81.0000
Aries      1225.00      1581.00
Ariez      5.00000      48.0000
Arin      2227.00      1393.00
Arion      546.000      1288.00
Aris      910.000      1431.00
Arius      36.0000      390.000
Ariya      1135.00      28.0000
Ariyan      237.000      132.000
Ariyon      156.000      52.0000
Arizona      827.000      95.0000
Arlanda      67.0000      20.0000
Arlee      270.000      37.0000
Arleigh      298.000      39.0000
Arlen      450.000      2075.00
Arlene      25879.0      39.0000
Arley      348.000      863.000
Arlie      323.000      971.000
Arlin      604.000      1080.00
Arlington      15.0000      338.000
Arlis      34.0000      394.000
Arliss      27.0000      113.000
Arlo      33.0000      2338.00
Arly      699.000      30.0000
Arlyn      1205.00      530.000
Armahni      17.0000      10.0000
Armando      335.000      54694.0
Armani      5149.00      6525.00
Armanie      115.000      61.0000
Armanii      106.000      46.0000
Armanni      11.0000      45.0000
Armari      39.0000      61.0000
Armeen      5.00000      41.0000
Armone      10.0000      53.0000
Armonee      68.0000      6.00000
Armoni      959.000      621.000
Armonie      431.000      152.000
Arnel      22.0000      571.000
Arnell      216.000      789.000
Arnett      21.0000      308.000
Arnette      357.000      5.00000
Arnez      5.00000      411.000
Arnold      69.0000      20444.0
Aron      354.000      13592.0
Aroosh      5.00000      5.00000
Arren      21.0000      265.000
Arreon      24.0000      16.0000
Arrian      21.0000      65.0000
Arrie      225.000      40.0000
Arrin      68.0000      95.0000
Arrington      143.000      403.000
Arrion      79.0000      230.000
Arron      173.000      7179.00
Arrow      40.0000      223.000
Arsha      33.0000      5.00000
Arshdeep      21.0000      123.000
Arshia      260.000      107.000
Arta      86.0000      7.00000
Artemis      464.000      70.0000
Artha      8.00000      5.00000
Arthur      687.000      101091.
Artice      5.00000      23.0000
Artie      214.000      1318.00
Artis      102.000      1888.00
Arturo      198.000      40679.0
Arvis      23.0000      123.000
Ary      127.000      237.000
Arya      2729.00      1561.00
Aryam      166.000      10.0000
Aryan      465.000      3941.00
Aryel      405.000      25.0000
Aryian      12.0000      13.0000
Aryn      2274.00      310.000
Aryon      32.0000      85.0000
Asa      882.000      9043.00
Asaiah      57.0000      271.000
Asani      259.000      87.0000
Asante      212.000      819.000
Asanti      183.000      48.0000
Aseel      423.000      39.0000
Ash      21.0000      612.000
Asha      6727.00      32.0000
Ashanta      597.000      6.00000
Ashante      1423.00      172.000
Ashanti      10739.0      756.000
Ashay      27.0000      17.0000
Ashby      554.000      618.000
Ashden      16.0000      205.000
Ashdyn      6.00000      18.0000
Ashe      47.0000      117.000
Ashely      6335.00      70.0000
Asher      431.000      23780.0
Asheton      78.0000      93.0000
Ashlan      950.000      34.0000
Ashland      547.000      93.0000
Ashlee      42556.0      258.000
Ashleigh      31078.0      83.0000
Ashlen      946.000      13.0000
Ashley      826829.      12790.0
Ashlie      9891.00      5.00000
Ashlin      2206.00      155.000
Ashlon      68.0000      5.00000
Ashly      10529.0      122.000
Ashlyn      39998.0      49.0000
Ashlynn      18490.0      12.0000
Ashtan      114.000      87.0000
Ashten      1063.00      871.000
Ashtin      1140.00      1126.00
Ashton      17668.0      52517.0
Ashtyn      4452.00      939.000
Asia      29796.0      191.000
Asiah      1429.00      113.000
Asian      16.0000      11.0000
Asiel      6.00000      256.000
Asiyah      664.000      20.0000
Aslan      44.0000      388.000
Asonte      6.00000      10.0000
Aspen      9856.00      924.000
Aspyn      943.000      5.00000
Asriel      12.0000      20.0000
Asten      8.00000      25.0000
Aster      114.000      5.00000
Astin      151.000      318.000
Aston      116.000      1229.00
Astyn      13.0000      13.0000
Asuncion      38.0000      45.0000
Atari      41.0000      79.0000
Athens      7.00000      42.0000
Atiba      5.00000      367.000
Atlantis      384.000      17.0000
Atlas      7.00000      773.000
Atlee      123.000      516.000
Atley      214.000      254.000
Atreya      6.00000      14.0000
Atticus      16.0000      4396.00
Atzin      22.0000      85.0000
Aubery      44.0000      55.0000
Aubin      11.0000      24.0000
Aubra      32.0000      12.0000
Aubre      582.000      15.0000
Aubree      18192.0      22.0000
Aubren      20.0000      6.00000
Aubrey      69890.0      10065.0
Aubry      2389.00      464.000
Auburn      862.000      140.000
Auden      230.000      621.000
Audi      78.0000      56.0000
Audie      151.000      1725.00
Audra      20316.0      52.0000
Audre      281.000      40.0000
Audrey      119317.      663.000
Audry      1606.00      16.0000
Audyn      21.0000      5.00000
August      2650.00      11730.0
Augusta      1920.00      366.000
Auguste      13.0000      184.000
Augustine      580.000      5667.00
Aundra      288.000      714.000
Aundrea      4300.00      164.000
Aundrey      5.00000      309.000
Aurelio      6.00000      3956.00
Auren      40.0000      32.0000
Auri      162.000      10.0000
Auriel      638.000      35.0000
Aurion      30.0000      10.0000
Aurora      23845.0      5.00000
Aury      70.0000      5.00000
Auryn      6.00000      18.0000
Austen      543.000      6934.00
Austin      3879.00      361746.
Austine      98.0000      153.000
Austyn      1923.00      4024.00
Autrey      5.00000      34.0000
Autry      24.0000      329.000
Autumn      99748.0      251.000
Ava      159988.      205.000
Avalon      2018.00      17.0000
Avan      36.0000      402.000
Avani      1680.00      12.0000
Avante      38.0000      665.000
Avanti      278.000      52.0000
Avari      504.000      60.0000
Avary      965.000      69.0000
Aven      709.000      1099.00
Aveon      20.0000      311.000
Averee      531.000      19.0000
Averey      223.000      136.000
Averi      3716.00      154.000
Averie      4589.00      121.000
Averil      71.0000      17.0000
Averill      18.0000      124.000
Avery      72053.0      37428.0
Avi      335.000      2710.00
Avian      242.000      806.000
Avie      268.000      6.00000
Aviel      14.0000      468.000
Avin      39.0000      536.000
Avion      262.000      1238.00
Avis      2686.00      354.000
Aviv      70.0000      367.000
Aviyon      6.00000      61.0000
Avneet      283.000      5.00000
Avon      97.0000      443.000
Avory      275.000      212.000
Avree      313.000      11.0000
Avrey      283.000      242.000
Avri      231.000      11.0000
Avrie      644.000      10.0000
Avriel      94.0000      5.00000
Avril      1827.00      5.00000
Avry      333.000      349.000
Avy      213.000      16.0000
Avyn      100.000      100.000
Axel      74.0000      20434.0
Ayaan      97.0000      2020.00
Ayan      491.000      1030.00
Ayana      9055.00      5.00000
Aydan      400.000      4006.00
Ayden      1806.00      44113.0
Aydenn      8.00000      363.000
Aydin      163.000      3288.00
Aydrian      31.0000      117.000
Aydyn      11.0000      232.000
Aylen      389.000      20.0000
Aylin      6813.00      5.00000
Ayman      23.0000      1316.00
Aymen      17.0000      248.000
Ayo      68.0000      80.0000
Ayodele      98.0000      225.000
Ayomide      216.000      310.000
Ayomikun      21.0000      37.0000
Ayren      5.00000      31.0000
Ayrian      14.0000      6.00000
Ayrion      6.00000      6.00000
Ayron      5.00000      250.000
Aysa      193.000      5.00000
Ayven      5.00000      140.000
Aza      197.000      34.0000
Azaiah      39.0000      183.000
Azaniah      10.0000      5.00000
Azari      254.000      116.000
Azaria      3668.00      68.0000
Azariah      2582.00      1394.00
Azarie      62.0000      5.00000
Azariyah      367.000      5.00000
Azarya      43.0000      10.0000
Azaryah      75.0000      19.0000
Azayah      20.0000      12.0000
Azel      11.0000      83.0000
Azeriah      33.0000      5.00000
Azhar      62.0000      156.000
Aziah      475.000      229.000
Aziel      5.00000      416.000
Azion      15.0000      105.000
Aziyah      665.000      20.0000
Azizi      71.0000      15.0000
Azlan      8.00000      175.000
Azra      555.000      12.0000
Azrael      76.0000      329.000
Azriel      361.000      983.000
Azul      2609.00      26.0000
Azure      1357.00      156.000
Azzure      75.0000      5.00000
Babette      1578.00      5.00000
Baby      5138.00      5774.00
Babygirl      1702.00      6.00000
Baelyn      42.0000      6.00000
Bai      5.00000      5.00000
Bailee      10856.0      205.000
Bailey      82826.0      18144.0
Baily      1238.00      417.000
Bailyn      148.000      15.0000
Baker      34.0000      874.000
Baley      306.000      103.000
Bandy      30.0000      62.0000
Banner      7.00000      108.000
Bao      579.000      689.000
Bar      12.0000      12.0000
Baraa      17.0000      80.0000
Baraka      13.0000      180.000
Baran      17.0000      100.000
Barbara      235454.      804.000
Barclay      24.0000      476.000
Baretta      20.0000      52.0000
Bari      1245.00      65.0000
Barkley      5.00000      149.000
Barney      10.0000      2989.00
Barret      5.00000      1015.00
Barrett      628.000      10694.0
Barri      410.000      25.0000
Barrie      1093.00      375.000
Barry      404.000      80808.0
Bart      5.00000      10718.0
Basil      57.0000      3346.00
Bawi      6.00000      49.0000
Baxley      5.00000      10.0000
Bay      165.000      117.000
Bayan      471.000      84.0000
Bayden      6.00000      235.000
Bayle      214.000      28.0000
Baylee      15056.0      594.000
Baylen      82.0000      673.000
Bayler      23.0000      118.000
Bayley      1673.00      430.000
Baylie      2887.00      26.0000
Baylin      108.000      152.000
Baylor      508.000      2052.00
Bayly      46.0000      11.0000
Beatrice      18494.0      14.0000
Beatriz      13819.0      53.0000
Beau      348.000      25201.0
Beaux      26.0000      539.000
Beckett      119.000      5322.00
Beckham      5.00000      2147.00
Becky      52018.0      106.000
Bee      116.000      523.000
Bela      440.000      233.000
Belen      6768.00      63.0000
Belinda      46575.0      121.000
Bell      68.0000      15.0000
Bella      31944.0      27.0000
Bemnet      22.0000      7.00000
Ben      74.0000      26780.0
Benet      20.0000      31.0000
Beni      5.00000      42.0000
Benito      21.0000      8256.00
Benjamin      1956.00      557305.
Benji      41.0000      1156.00
Benjie      6.00000      635.000
Bennet      21.0000      900.000
Bennett      584.000      18719.0
Bennette      19.0000      11.0000
Bennie      584.000      10642.0
Benny      124.000      15312.0
Bentlee      354.000      1092.00
Bentlei      10.0000      21.0000
Bentleigh      186.000      28.0000
Bentley      1563.00      17885.0
Bentli      72.0000      17.0000
Bentlie      83.0000      39.0000
Bently      57.0000      1333.00
Beren      5.00000      101.000
Berenice      6447.00      11.0000
Bergen      376.000      290.000
Berkeley      845.000      372.000
Berkley      1847.00      708.000
Berlin      925.000      312.000
Bernadette      23022.0      60.0000
Bernard      270.000      39975.0
Bernell      53.0000      480.000
Bernett      13.0000      5.00000
Bernice      12345.0      204.000
Bernie      206.000      3001.00
Berry      92.0000      1991.00
Bert      5.00000      5809.00
Bertha      12413.0      26.0000
Bertie      212.000      20.0000
Beryl      790.000      160.000
Beth      107153.      271.000
Bethany      91065.0      184.000
Bethel      1043.00      67.0000
Betsy      22315.0      5.00000
Betty      59731.0      263.000
Bevan      66.0000      415.000
Beverley      1517.00      6.00000
Beverly      68730.0      404.000
Bevin      971.000      91.0000
Bexley      42.0000      8.00000
Bhavya      235.000      59.0000
Bianca      66809.0      195.000
Bianco      71.0000      9.00000
Bijan      29.0000      938.000
Bijon      20.0000      80.0000
Bilal      5.00000      3755.00
Bill      76.0000      34302.0
Billi      1509.00      5.00000
Billie      25425.0      4250.00
Billy      1735.00      120062.
Billye      282.000      5.00000
Billyjo      44.0000      34.0000
Binh      38.0000      461.000
Bishop      5.00000      2981.00
Bj      5.00000      664.000
Blaike      69.0000      148.000
Blain      17.0000      1641.00
Blaine      927.000      20553.0
Blair      11301.0      8929.00
Blaire      2569.00      49.0000
Blaise      429.000      5050.00
Blaize      140.000      1123.00
Blake      5282.00      147752.
Blakelee      259.000      10.0000
Blakeley      476.000      96.0000
Blakely      2416.00      963.000
Blakley      196.000      49.0000
Blanca      20493.0      121.000
Blane      11.0000      3051.00
Blayke      286.000      527.000
Blayne      335.000      3071.00
Blayze      21.0000      594.000
Blaze      356.000      4467.00
Bless      132.000      118.000
Blessed      117.000      43.0000
Blessing      1553.00      112.000
Bleu      34.0000      23.0000
Bliss      963.000      11.0000
Blu      68.0000      144.000
Blue      160.000      482.000
Blythe      3094.00      139.000
Bo      532.000      7876.00
Bob      36.0000      17102.0
Bobbi      19961.0      63.0000
Bobbie      29920.0      3545.00
Bobby      3142.00      115688.
Bobbye      301.000      5.00000
Bobie      141.000      10.0000
Bodhi      45.0000      1629.00
Boluwatife      31.0000      47.0000
Bona      11.0000      10.0000
Bond      6.00000      133.000
Bonita      9877.00      6.00000
Bonnie      80971.0      565.000
Bonny      2470.00      26.0000
Bora      57.0000      265.000
Boston      429.000      4646.00
Bostyn      185.000      89.0000
Bowen      40.0000      3020.00
Bowie      84.0000      295.000
Bracey      15.0000      29.0000
Bracy      5.00000      42.0000
Brad      228.000      64451.0
Bradee      79.0000      33.0000
Braden      268.000      40042.0
Bradey      9.00000      671.000
Bradford      34.0000      19754.0
Bradie      418.000      124.000
Bradlee      114.000      2766.00
Bradleigh      196.000      6.00000
Bradley      1241.00      254856.
Bradlie      20.0000      11.0000
Bradly      11.0000      8354.00
Brady      1511.00      73237.0
Bradyn      208.000      3709.00
Bradynn      5.00000      15.0000
Brae      139.000      88.0000
Braeden      230.000      11739.0
Braedyn      230.000      1574.00
Braelin      158.000      210.000
Braelyn      4881.00      553.000
Braelynn      2072.00      49.0000
