,,,Chair,Speaker,YSP,,,,,,,,,,,,,,,,,,,,,,,,
1533128677,8/1/18 6:04,Hekker,F,F,11,,,,,,M:Q,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533128683,8/1/18 6:04,Hekker,F,F,11,,,,,,M:Q,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533128690,8/1/18 6:04,Hekker,F,F,11,,,,,,M:Q,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533128691,8/1/18 6:04,Hekker,F,F,11,,,,,,M:Q,M:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533063176,7/31/18 11:52,Howard,F,M,0,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533063196,7/31/18 11:53,Howard,F,M,0,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533069706,7/31/18 13:41,Irina,M,F,,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533240607,8/2/18 13:10,Isik,M,M,10,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533240608,8/2/18 13:10,Isik,M,F,10,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533240609,8/2/18 13:10,Isik,M,M,10,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533240613,8/2/18 13:10,Isik,M,M,10,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533072516,7/31/18 14:28,Iwanek,F,M,,,,,,,M:Q,M:C,M:Q,,Chair requested a question from the commenter, they did not ask one.  ;,,,,,,,,,,,,,
1533072517,7/31/18 14:28,Iwanek,F,M,,,,,,,M:Q,M:C,M:Q,, ;,,,,,,,,,,,,,,
1533072518,7/31/18 14:28,Iwanek,F,M,,,,,,,M:C,M:C,M:Q,, ;,,,,,,,,,,,,,,
1533072523,7/31/18 14:28,Iwanek,F,M,,,,,,,M:Q,M:C,M:Q,,Commenter said “I like to answer questions” after their comment and the reminder to only ask questions. ;,,,,,,,,,,,,,,
1533072525,7/31/18 14:28,Iwanek,F,M,,,,,,,M:Q,M:C,M:Q,,Talk starts 17:18 Talk ends 17:25 Q/A ends 17:28 ;,,,,,,,,,,,,,,
1533072536,7/31/18 14:28,Iwanek,F,M,,,,,,,M:Q,M:C,M:Q,,The speaker did ask the audience about something ;,,,,,,,,,,,,,,
1533072539,7/31/18 14:28,Iwanek,F,M,,,,,,,M:C,M:C,M:Q,,Speaker asked for help interpreting some data, so comments were short and reasonable ;,,,,,,,,,,,,,
1533072541,7/31/18 14:29,Iwanek,F,M,,,,,,,M:C,M:C,M:Q,, ;,,,,,,,,,,,,,,
1533072558,7/31/18 14:29,Iwanek,F,M,,,,,,,M:Q,M:C,M:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,
1532984559,7/30/18 14:02,Janes,M,M,SR,,,,,,M:C,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1532984564,7/30/18 14:02,Janes,M,M,SR,,,,,,M:C,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1532984564,7/30/18 14:02,Janes,M,M,SR,,,,,,M:C,M:Q,M:Q,M:Q,M:Q,,Chair asks and answers Qs, too. ;,,,,,,,,,,,
1532984565,7/30/18 14:02,Janes,M,M,SR,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1532984565,7/30/18 14:02,Janes,M,M,SR,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533060977,7/31/18 11:16,Jardine,F,F,SR,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533063253,7/31/18 11:54,Jarvinen,M,F,9,,,,,,M:Q,,,Btw, In this Starspot session the audience was reminded that junior people etc should be allowed to ask Qs first ;,,,,,,,,,,,,,,
1533063297,7/31/18 11:54,Jarvinen,M,F,9,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533063411,7/31/18 11:56,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533063412,7/31/18 11:56,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,,Know Thy Starspot ;,,,,,,,,,,,,,,
1533063413,7/31/18 11:56,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533063414,7/31/18 11:56,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533063419,7/31/18 11:56,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533063420,7/31/18 11:57,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,,Talk starts 14:46 Talk ends 14:53 Q/A ends 14:56 ;,,,,,,,,,,,,,,
1533063423,7/31/18 11:57,Jarvinen,M,F,9,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533063387,7/31/18 11:56,Jarvinen ,M,F,9,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533141394,8/1/18 9:36,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,
1533141399,8/1/18 9:36,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,
1533141403,8/1/18 9:36,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,
1533141404,8/1/18 9:36,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533141407,8/1/18 9:36,Jeffries,M,M,27,,,,,,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533141407,8/1/18 9:36,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533141408,8/1/18 9:36,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,
1533141425,8/1/18 9:37,Jeffries,M,M,27,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533141573,8/1/18 9:39,Jeffries,M,M,27,,,,,,M:Q,M:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,
1533238609,8/2/18 12:36,Kastner,M,M,28,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533238619,8/2/18 12:36,Kastner,M,M,28,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533238681,8/2/18 12:38,Kastner,M,M,28,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533238682,8/2/18 12:38,Kastner,M,M,28,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533238682,8/2/18 12:38,Kastner,M,M,28,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533238684,8/2/18 12:38,Kastner,M,M,28,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533240298,8/2/18 13:04,Kastner,M,M,28,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533241942,8/2/18 13:32,Kastner,,,28,,,,,,, ;,,,,,,,,,,,,,,,,,
1533069582,7/31/18 13:39,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533069612,7/31/18 13:40,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533069615,7/31/18 13:40,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533069618,7/31/18 13:40,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,,Talk starts 16:29 Talk ends 16:36 Q/A ends 16:40 ;,,,,,,,,,,,,,
1533069619,7/31/18 13:40,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,
1533069619,7/31/18 13:40,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533069625,7/31/18 13:40,Kesseli,F,F,0,,,,,,M:Q,M:Q,F:Q,F:Q,,Second question was rather unclear, speaker ended up deferring it to discuss it afterwards ;,,,,,,,,,,,,
1532984434,7/30/18 14:00,Kiman,M,F,0,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1532984435,7/30/18 14:00,Kiman,M,F,0,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1532984435,7/30/18 14:00,Kiman,M,F,0,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1532984436,7/30/18 14:00,Kiman,F,M,0,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1532984438,7/30/18 14:00,Kiman,M,F,0,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1532984440,7/30/18 14:00,Kiman,M,F,0,,,,,,F:Q,M:Q,M:Q,F:Q,,CS20 Gaia splinter ;,,,,,,,,,,,,,
1532984443,7/30/18 14:00,Kiman,M,F,0,,,,,,F:Q,M:Q,M:Q,F:Q,,Talk starts 16:46 Talk ends  16:56 Q/A ends 17:00 ;,,,,,,,,,,,,,
1533241380,8/2/18 13:23,Kostogryz ,M,F,PD,,,,,,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533241381,8/2/18 13:23,Kostogryz ,M,F,PD,,,,,,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533241384,8/2/18 13:23,Kostogryz ,M,F,PD,,,,,,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1532966765,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,,Fourth question from the chair. ;,,,,,,,,,,,
1532966765,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,,Chair (Female) asked 4th question. ;,,,,,,,,,,,
1532966766,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,
1532966773,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,
1532966774,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,,4th question was from the session chair. ;,,,,,,,,,,,
1532966778,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,M:Q,M:Q,,Talk starts 11:50 Talk ends 12:01 Q/A ends 12:06 3rd question by female chair.  ;,,,,,,,,,,,,
1532966783,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,
1532966793,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,
1532966798,7/30/18 9:06,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,
1532967144,7/30/18 9:12,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,
1532967527,7/30/18 9:18,Kounkel,F,F,1,,,,,,M:Q,F:Q,F:Q,M:Q, ;,,,,,,,,,,,,,,
1533243277,8/2/18 13:54,Kuhn,M,M,37,,,,,,M:Q,M:Q,M:C,M:Q,M:C,M:Q,,This was a 13 minute talk with 4 minutes for questions as part of the DKIST splinter at Cool Stars 20. ;,,,,,,,,,,,
1532983187,7/30/18 13:39,Lanzafame,M,M,34,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1532983187,7/30/18 13:39,Lanzafame,M,M,34,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1532983188,7/30/18 13:39,Lanzafame,M,M,34,,,,,,M:Q,,,Now have 3 microphones in splinter session but still only one runner. People on the sides are asked to go up to the microphones now. Only time for one question says chair. ;,,,,,,,,,,,,,,,
1532983224,7/30/18 13:40,Lanzafame,M,M,34,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1532983227,7/30/18 13:40,Lanzafame,M,M,34,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533064026,7/31/18 12:07,Lehmann,M,F,0?,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533064104,7/31/18 12:08,Lehmann,M,F,0?,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533064148,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064150,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064151,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533064161,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064188,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064189,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,M:Q,,Talk starts 14:57 Talk ends 15:06 Q/A ends 15:08 ;,,,,,,,,,,,,,,,
1533064191,7/31/18 12:09,Lehmann,M,F,0?,,,,,,M:Q,M:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,,
1533064778,7/31/18 12:19,Lehtinen,M,M,2,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533064828,7/31/18 12:20,Lehtinen,M,M,2,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533064873,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064873,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064875,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064877,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064878,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064879,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064880,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,,Talk starts 15:09 Talk ends 15:18 Q/A ends 15:21 ;,,,,,,,,,,,,,,,
1533064880,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064881,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,,
1533064898,7/31/18 12:21,Lehtinen,M,M,2,,,,,,M:Q,M:Q,,#2 was by mic runner? ;,,,,,,,,,,,,,,,
1532976097,7/30/18 11:41,Lepine,F,M,SR,,,,,,M:Q,M:Q,M:Q,,Both male and Female chairs  ;,,,,,,,,,,,,,,
1532976101,7/30/18 11:41,Lepine,F,M,SR,,,,,,M:Q,M:Q,M:Q,,Talk starts 14:27 Talk ends 14:38 Q/A ends 14:41 ;,,,,,,,,,,,,,,
1532976108,7/30/18 11:41,Lepine,M,M,SR,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533138223,8/1/18 8:43,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138231,8/1/18 8:43,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138233,8/1/18 8:43,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,,Talk starts 11:29 Talk ends 11:40 Q/A ends 11:43 ;,,,,,,,,,,,,,,
1533138234,8/1/18 8:43,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138234,8/1/18 8:43,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138236,8/1/18 8:43,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138239,8/1/18 8:43,Liu,,,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138240,8/1/18 8:44,Liu,M,M,2,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533138241,8/1/18 8:44,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533138862,8/1/18 8:54,Liu,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533243181,8/2/18 13:53,Llama,M,M,4,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533243182,8/2/18 13:53,Llama,M,M,4,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533243185,8/2/18 13:53,Llama,M,M,4,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533243188,8/2/18 13:53,Llama,M,M,4,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533243191,8/2/18 13:53,Llama,M,M,4,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533243194,8/2/18 13:53,Llama,M,M,4,,,,,,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533237712,8/2/18 12:21,Lodieu,M,M,14,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533237715,8/2/18 12:21,Lodieu,M,M,14,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237716,8/2/18 12:21,Lodieu,M,M,14,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237718,8/2/18 12:21,Lodieu,M,M,14,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237719,8/2/18 12:21,Lodieu,M,M,14,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237721,8/2/18 12:22,Lodieu,M,M,14,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533237797,8/2/18 12:23,Lodieu,M,M,14,,,,,,, ;,,,,,,,,,,,,,,,,,
1533142368,8/1/18 9:52,Lorenzo-Oliveira,M,M,PD,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533142369,8/1/18 9:52,Lorenzo-Oliveira,M,M,PD,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533142374,8/1/18 9:52,Lorenzo-Oliveira,M,M,PD,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533142375,8/1/18 9:52,Lorenzo-Oliveira,M,,PD,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533142377,8/1/18 9:52,Lorenzo-Oliveira,M,M,PD,,,,,,M:Q,M:Q, ;,,,,,,,,,,,,,,,,
1533142386,8/1/18 9:53,Lorenzo-Oliveira,M,M,PD,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533312715,8/3/18 9:11,Luhn,F,M,0,,,,,,F:Q,M:Q,F:C,M:C,,Comment by chair ;,,,,,,,,,,,,,
1533312716,8/3/18 9:11,Luhn,F,M,0,,,,,,F:Q,M:Q,F:C,M:C,, ;,,,,,,,,,,,,,
1533312717,8/3/18 9:11,Luhn,F,M,0,,,,,,F:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1533312719,8/3/18 9:11,Luhn,F,M,0,,,,,,F:Q,M:Q,F:C,M:C,, ;,,,,,,,,,,,,,
1533312721,8/3/18 9:12,Luhn,F,M,0,,,,,,F:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1533312722,8/3/18 9:12,Luhn,F,M,0,,,,,,F:Q,M:Q,F:C,M:C,, ;,,,,,,,,,,,,,
1533312725,8/3/18 9:12,Luhn,F,M,0,,,,,,F:Q,M:Q,F:C,M:C,, ;,,,,,,,,,,,,,
1533312727,8/3/18 9:12,Luhn,F,M,0,,,,,,F:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1533312729,8/3/18 9:12,Luhn,F,M,0,,,,,,F:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1533313562,8/3/18 9:26,Luhn,F,M,0,,,,,,F:Q,M:Q,M:C,,Speaker is a graduate student  ;,,,,,,,,,,,,,,
1533224710,8/2/18 8:45,MacGregor,M,F,1,,,,,,M:Q,M:C,M:Q,M:Q,, ;,,,,,,,,,,,,,
1533224715,8/2/18 8:45,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224716,8/2/18 8:45,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224717,8/2/18 8:45,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224719,8/2/18 8:45,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224724,8/2/18 8:45,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224764,8/2/18 8:46,MacGregor,M,F,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533224764,8/2/18 8:46,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224777,8/2/18 8:46,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224787,8/2/18 8:46,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533224803,8/2/18 8:46,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533225047,8/2/18 8:50,MacGregor,M,F,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533069706,7/31/18 13:41,Mansour,M,F,PD (Kitiashvili),,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533069718,7/31/18 13:41,Mansour,M,F,PD (Kitiashvili),,,,,,F:Q,M:Q,,I missed the beginning of the talk but I think the original speaker (Nagi) couldn't make it and was replaced by Irina Kitiashvili who is female. ;,,,,,,,,,,,,,,,
1533310131,8/3/18 8:28,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310138,8/3/18 8:28,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,M:Q,M:Q,M:Q,,Chair was quietly reminded by a member of SOC to instruct audience for questions during the first comment.  ;,,,,,,,,,,,
1533310138,8/3/18 8:28,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310139,8/3/18 8:28,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310140,8/3/18 8:29,Marley,F,M,28,,,,,,M:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310140,8/3/18 8:29,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310144,8/3/18 8:29,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310149,8/3/18 8:29,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533310167,8/3/18 8:29,Marley,F,M,28,,,,,,M:C,F:Q,M:Q,,"can we ban ""nice talk""? sometimes it comes across as patronizing ;",,,,,,,,,,,,,,
1533310169,8/3/18 8:29,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,,Talk starts 10:58 Talk ends 11:20 Q/A ends 11:26 Commenter was prompted by chair for a question, ending the comment ;,,,,,,,,,
1533310220,8/3/18 8:30,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,
1533310968,8/3/18 8:42,Marley,F,M,28,,,,,,M:Q,M:C,F:Q,F:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1532981732,7/30/18 13:15,Marocco,M,M,4,,,,,,F:C,M:Q,M:Q,,CS20 Gaia Splinter ;,,,,,,,,,,,,,,
1532981746,7/30/18 13:15,Marocco,M,M,4,,,,,,F:C,M:Q,M:Q,,Talk starts 16:03 Talk ends 16:13 Q/A ends 16:15 ;,,,,,,,,,,,,,,
1532981760,7/30/18 13:16,Marocco,M,M,4,,,,,,F:C,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532981767,7/30/18 13:16,Marocco,M,M,4,,,,,,F:C,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532981769,7/30/18 13:16,Marocco,F,M,4,,,,,,F:C,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532981830,7/30/18 13:17,Marocco,M,M,4,,,,,,F:C,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533234378,8/2/18 11:26,Martinez-Pillet,M,M,26,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533216934,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533216938,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533216938,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533216939,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533216939,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533216940,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533216947,8/2/18 6:35,Mason,M,M,2,,,,,,M:Q,F:Q,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,
1533216957,8/2/18 6:35,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533216964,8/2/18 6:36,Mason,M,M,2,,,,,,F:Q,F:Q,F:Q,,Third questioner asked two questions (did not include both in the above) ;,,,,,,,,,,,,,,
1533241924,8/2/18 13:32,Mathur,M,F,31,,,,,,, ;,,,,,,,,,,,,,,,,,
1533241928,8/2/18 13:32,Mathur,M,F,31,,,,,,, ;,,,,,,,,,,,,,,,,,
1533241929,8/2/18 13:32,Mathur,M,F,31,,,,,,,,,No questions. ;,,,,,,,,,,,,,,,
1533242043,8/2/18 13:34,Mathur,M,F,31,,,,,,,,,No questions asked. Chair pressed for questions, but still none.  ;,,,,,,,,,,,,,,
1533132180,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533132187,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,,Third question was from the session chair ;,,,,,,,,,,,,,,
1533132215,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,,Speaker is a graduate student. Last question was from chair.  ;,,,,,,,,,,,,,,
