1514926108,2018-01-02 12:48:28,123,F,F,F:Q,F:C,,test ;
1515424172,2018-01-08 07:09:32,Angie Wolfgang,M,F,M:Q,,NSF postdoc symposium  ;
1515426546,2018-01-08 07:49:06,Phil rosenfield,F,M,F:Q,F:Q,, ;
1515427747,2018-01-08 08:09:07,Maria Weber,M,F,F:Q,M:Q,M:Q,, ;
1515428768,2018-01-08 08:26:08,James R. A. Davenport,M,M,M:Q,, ;
1515432665,2018-01-08 09:31:05,NSF postdoc symposium (CAREER grant 12:15pm question session),M,F,M:C,F:Q,F:Q,F:C,M:Q,F:Q,M:Q,F:Q,F:C,,Two women, one man on the panel.  ;
1515511572,2018-01-09 07:26:12,109.01,M,M,M:Q,M:Q,M:Q,,One person asked 2 questions ;
1515511583,2018-01-09 07:26:23,109.01,M,M,M:Q,M:Q,M:Q,, ;
1515511737,2018-01-09 07:28:57,106.01,F,M,F:Q,F:Q,, ;
1515512109,2018-01-09 07:35:09,109.02,M,F,M:Q,M:Q,, ;
1515512119,2018-01-09 07:35:19,109.02,M,F,M:Q,M:Q,, ;
1515512653,2018-01-09 07:44:13,106.02,F,F,, ;
1515512886,2018-01-09 07:48:06,102.03,M,M,M:Q,M:Q,, ;
1515513303,2018-01-09 07:55:03,109.03,M,F,M:Q,M:Q,M:Q,M:Q,M:Q,, ;
1515513310,2018-01-09 07:55:10,109.03D,M,F,M:Q,M:Q,M:Q,M:Q,M:Q,M:Q,, ;
1515513734,2018-01-09 08:02:14,106.03,F,M,F:Q,, ;
1515513836,2018-01-09 08:03:56,109.04,M,M,M:Q,M:Q,M:Q,, ;
1515513844,2018-01-09 08:04:04,109.04,M,M,M:Q,M:Q,M:Q,, ;
1515513873,2018-01-09 08:04:33,Erika Nesvold,M,F,M:Q,F:C,, ;
1515514300,2018-01-09 08:11:40,109.05,M,M,M:Q,M:Q,F:C,M:Q,, ;
1515514326,2018-01-09 08:12:06,109.05,M,M,M:Q,M:Q,F:C,M:Q,, ;
1515514823,2018-01-09 08:20:23,106.4,F,M,F:Q,F:Q,, ;
1515515471,2018-01-09 08:31:11,109.06D,M,F,M:Q,M:C,, ;
1515515512,2018-01-09 08:31:52,109.06D,M,F,M:Q,M:C,, ;
1515515906,2018-01-09 08:38:26,106.5,F,F,M:Q,M:Q,, ;
1515524912,2018-01-09 11:08:32,109.01,M,M,M:Q,M:Q,, ;
1515524927,2018-01-09 11:08:47,124.01,M,F,M:Q,, ;
1515525028,2018-01-09 11:10:28,132.01,M,M,M:Q,M:Q,, ;
1515525448,2018-01-09 11:17:28,124.02,M,M,M:Q,, ;
1515525628,2018-01-09 11:20:28,132.02,M,M,M:Q,M:Q,M:Q,, ;
1515525957,2018-01-09 11:25:57,124.03,M,M,M:Q,M:Q,, ;
1515527249,2018-01-09 11:47:29,124.04D,M,F,M:Q,M:Q,, ;
1515527863,2018-01-09 11:57:43,124.05,M,M,M:C,M:Q,M:Q,, ;
1515527875,2018-01-09 11:57:55,124.05,M,M,M:C,M:Q,M:Q,, ;
1515528518,2018-01-09 12:08:38,124.06,M,M,M:Q,M:Q,, ;
1515528699,2018-01-09 12:11:39,133.06,M,M,M:Q,M:Q,M:C,F:C,M:Q,F:Q,, ;
1515529261,2018-01-09 12:21:01,124.06,M,M,M:Q,M:Q,, ;
1515529304,2018-01-09 12:21:44,133.07,M,M,M:Q,M:Q,, ;
1515533346,2018-01-09 13:29:06,114.02,M,F,M:C,M:C,, ;
1515533376,2018-01-09 13:29:36,114.03,M,M,M:Q,M:Q,F:Q,, ;
1515533394,2018-01-09 13:29:54,114.04,M,M,M:Q,M:Q,, ;
1515533409,2018-01-09 13:30:09,114.05,M,F,M:Q,M:Q,M:Q,M:C,, ;
1515533426,2018-01-09 13:30:26,114.06,M,M,M:Q,M:Q,, ;
1515533445,2018-01-09 13:30:45,Jessica Werk,F,F,M:Q,M:Q,, ;
1515596904,2018-01-10 07:08:24,212.01,F,M,F:Q,M:Q,, ;
