1420669256,2015-01-07 14:20:56,329.02,M,MFF, ;
1420669933,2015-01-07 14:32:13,319.02,M,MMF, ;
1420670231,2015-01-07 14:37:11,329.03D,M,MMMMMMM, ;
1420670829,2015-01-07 14:47:09,319.03,F,MMM, ;
1420670943,2015-01-07 14:49:03,329.04,F,MMM, ;
1420671500,2015-01-07 14:58:20,319.04,F,MM, ;
1420672153,2015-01-07 15:09:13,319.05,M,FM, ;
1420672158,2015-01-07 15:09:18,329.05D,M,MM, ;
1420672759,2015-01-07 15:19:19,329.06,M,MFF, ;
1420672922,2015-01-07 15:22:02,319.06,F,M, ;
1420673445,2015-01-07 15:30:45,329.07,M,MFMFMMM, ;
1420674022,2015-01-07 15:40:22,319.07,F,MM, ;
1420740542,2015-01-08 10:09:02,408.1,M,MM, ;
1420741061,2015-01-08 10:17:41,408.2,M,M, ;
1420741577,2015-01-08 10:26:17,408.3,M,M,session chair asked question ;
1420743955,2015-01-08 11:05:55,330.04,F,MMM,3rd questioner (3rd M) is session chair ;
1420743965,2015-01-08 11:06:05,330.05,M,M, ;
1420743991,2015-01-08 11:06:31,330.06D,F,MFMMM,5th questioner (4th M) is session chair ;
1420744024,2015-01-08 11:07:04,401.01,M,MM,2nd questioner (2nd M) is session chair ;
1420745436,2015-01-08 11:30:36,408.09,F,M, ;
1420745456,2015-01-08 11:30:56,408.10,M,MM, ;
1420746115,2015-01-08 11:41:55,404.04,M,,Appeared to be overtime (encroaching into 11:40 plenary) ;
1420755075,2015-01-08 14:11:15,422.01,M,M,the chair asked a question, no one else. ;
1420755413,2015-01-08 14:16:53,422.02,M,MMM,one of the questions was from the session chair (male) ;
1420755821,2015-01-08 14:23:41,420.01,M,FFMM, ;
1420755872,2015-01-08 14:24:32,Andrews,M,FMM,Floating mic ;
1420757440,2015-01-08 14:50:40,Fernandez,F,MMFMM,Stand mic, 2nd-5th questioners stayed in their seat and didn't use a mic ;
1420757721,2015-01-08 14:55:21,422.05,M,MMM,one is the male session chair ;
1420758257,2015-01-08 15:04:17,422.06,M,M,the session chair (male) asked the only questions ;
1420758773,2015-01-08 15:12:53,422.07,M,MM, ;
1420759409,2015-01-08 15:23:29,422.08,M,MMF, ;
1420775304,2015-01-08 19:48:24,425.02D,M,MMF,2nd questioner (2nd M) was session chair ;
1420775326,2015-01-08 19:48:46,418.03,M,M, ;
1420775403,2015-01-08 19:50:03,427.04D,M,MM, ;
1420775442,2015-01-08 19:50:42,427.05,M,MMMMM,First questioner (first M) is session chair (which seemed to invite further questions) ;
1420776959,2015-01-08 20:15:59,111.01,F,FM, ;
1420776974,2015-01-08 20:16:14,111.02,F,MM, ;
1420777002,2015-01-08 20:16:42,111.03D,M,MFMFM, ;
1420777021,2015-01-08 20:17:01,111.04,M,FMMM, ;
1420777076,2015-01-08 20:17:56,111.05D,M,MFFMF, ;
1420777105,2015-01-08 20:18:25,111.06,M,MMMFMM, ;
1420777152,2015-01-08 20:19:12,129.01,F,MMM, ;
1420777176,2015-01-08 20:19:36,129.02D,F,MMMM, ;
1420777213,2015-01-08 20:20:13,129.03,F,FMM, ;
1420777231,2015-01-08 20:20:31,129.04,M,MMM, ;
1420777265,2015-01-08 20:21:05,212.01,M,FMF, ;
1420777290,2015-01-08 20:21:30,212.02,F,MMMF, ;
1420777317,2015-01-08 20:21:57,212.03D,F,MFMM, ;
1420777344,2015-01-08 20:22:24,212.04,F,F, ;
1420777399,2015-01-08 20:23:19,212.07,F,M, ;
1420777414,2015-01-08 20:23:34,212.06,F,F, ;
1420777512,2015-01-08 20:25:12,231.01,F,F, ;
1420777529,2015-01-08 20:25:29,231.02,F,MM, ;
1420777540,2015-01-08 20:25:40,231.03,M,MMM, ;
1420777559,2015-01-08 20:25:59,231.04D,F,FM, ;
